fecha;tienda_id;facturas;producto_id;cantidad;valor
28/02/2026;70146;3;753137;3;5100
6/02/2026;70146;1;273085;1;2300
6/03/2026;70548;1;702559;1;3200
16/02/2026;70146;3;701199;3;18000
23/03/2026;70587;1;2895;1;2500
15/02/2026;70587;2;2439;2;3000
4/03/2026;5046;2;273085;2;4600
8/03/2026;70548;1;9757;1;2200
30/03/2026;70906;1;650685;1;8000
24/03/2026;70146;5;489461;5;34300
17/01/2026;70906;1;2841;1;3500
11/01/2026;70531;1;1241;1;400
10/03/2026;70548;1;650685;1;8000
4/03/2026;5046;1;702558;1;3000
12/02/2026;5046;2;753945;2;5800
20/03/2026;70771;1;2065;1;3300
14/01/2026;70587;1;617305;1;2000
15/01/2026;70587;1;9757;1;2000
13/02/2026;70146;1;19259;1;1000
25/03/2026;5046;2;22942;2;1000
17/02/2026;70476;4;702559;4;11200
6/02/2026;70587;1;9770;1;2000
17/03/2026;70320;3;273085;3;7500
24/01/2026;70531;1;539;1;200
20/02/2026;70771;1;11661;1;2500
27/03/2026;5046;2;20455;2;29100
25/02/2026;70320;1;753945;1;6000
26/03/2026;70587;2;650685;2;22500
15/01/2026;70587;1;614184;1;2000
14/03/2026;70146;1;753138;1;1700
21/02/2026;70146;1;267854;1;2000
14/02/2026;5046;1;313100;1;8200
13/01/2026;70531;1;539;1;1400
2/01/2026;70587;1;2912;1;12000
1/03/2026;70548;2;2065;2;9000
24/03/2026;70146;3;1568;3;26100
14/02/2026;70320;1;607650;1;3000
14/03/2026;5046;1;627079;1;1900
25/02/2026;70146;1;617306;1;2200
26/02/2026;70476;2;617306;2;4600
9/01/2026;70587;1;723096;1;2100
25/01/2026;70476;1;9658;1;2000
6/03/2026;70906;1;277825;1;2500
8/01/2026;70531;1;2439;1;2000
10/01/2026;70146;1;462;1;15200
17/01/2026;5046;1;919371;1;4900
19/01/2026;70906;1;273085;1;2500
19/01/2026;5046;2;20455;2;28800
2/01/2026;70146;1;701199;1;5500
16/01/2026;5046;1;290942;1;500
15/02/2026;70476;1;461523;1;4200
8/02/2026;70146;1;463301;1;4300
14/02/2026;70587;1;617306;1;2000
8/02/2026;70548;1;725799;1;2400
10/02/2026;5046;1;290549;1;1500
5/02/2026;70146;1;650220;1;1500
13/02/2026;70146;2;46998;2;9800
2/02/2026;70146;1;46998;1;4600
11/02/2026;70531;1;290942;1;500
14/02/2026;5046;1;654980;1;2700
7/02/2026;5046;1;38583;1;2000
3/02/2026;70771;1;313100;1;8500
6/02/2026;70320;1;34113;1;5000
27/02/2026;70548;1;640427;1;2700
18/02/2026;5046;1;292230;1;1200
19/02/2026;70476;1;72439;1;8500
25/02/2026;70476;1;931115;1;5300
21/02/2026;70476;1;199;1;2700
12/02/2026;70476;1;2065;1;2800
21/02/2026;70771;1;2895;1;2500
7/03/2026;70146;1;13196;1;5000
14/03/2026;5046;2;11661;2;4400
23/03/2026;5046;4;617306;4;8800
27/03/2026;5046;1;614184;1;2200
24/03/2026;5046;1;9658;1;2200
2/03/2026;5046;1;290942;1;500
3/03/2026;70146;1;753138;1;1700
7/03/2026;5046;1;266881;1;8200
8/03/2026;70146;1;23980;1;8400
14/03/2026;5046;1;919371;1;4900
8/03/2026;70906;2;650685;2;24000
9/03/2026;70320;1;494726;1;62400
22/03/2026;70146;1;11661;1;2300
21/03/2026;70146;1;314099;1;7500
3/03/2026;70906;1;2841;1;3500
24/03/2026;70587;1;277825;1;2500
13/03/2026;70906;1;617306;1;2500
6/03/2026;70587;1;723096;1;2500
5/03/2026;5046;1;277825;1;2300
1/03/2026;5046;1;2904;1;1600
5/03/2026;70146;1;313100;1;7500
27/03/2026;70548;1;2904;1;2000
29/01/2026;70587;6;371927;6;5600
28/01/2026;70531;4;1241;4;1500
16/01/2026;70146;1;191;1;17000
4/01/2026;5046;1;650685;1;7500
2/01/2026;5046;2;20455;2;17800
13/01/2026;5046;1;290549;1;1500
24/01/2026;5046;1;2895;1;2200
26/01/2026;5046;1;1287;1;7500
15/01/2026;5046;1;753945;1;2700
24/01/2026;70146;1;632471;1;2000
29/01/2026;70146;1;2439;1;1000
11/01/2026;70146;4;463301;4;14400
22/01/2026;70146;1;463570;1;8100
10/01/2026;70146;6;489461;6;44000
13/01/2026;70146;1;2271;1;13400
10/01/2026;70146;1;1568;1;9600
7/01/2026;70548;1;753945;1;3000
16/01/2026;70548;1;2895;1;2200
23/01/2026;70146;1;1287;1;7500
27/01/2026;70146;1;13196;1;5000
8/01/2026;70146;1;11661;1;2300
18/01/2026;70146;1;265418;1;8000
18/01/2026;70146;1;267766;1;8000
17/01/2026;70587;1;233142;1;2000
20/01/2026;70587;3;9770;3;6000
9/01/2026;70587;2;9770;2;4000
14/01/2026;70587;1;2065;1;3000
3/01/2026;70587;1;2065;1;3000
26/01/2026;70531;1;11661;1;2400
31/01/2026;70476;2;702559;2;11200
1/01/2026;70548;1;461523;1;4200
23/01/2026;70548;1;616486;1;2500
14/01/2026;70548;1;702555;1;3000
9/01/2026;70548;1;649640;1;3000
30/01/2026;70548;1;640427;1;2500
26/01/2026;70548;1;22942;1;600
6/01/2026;5046;3;20403;3;13800
30/01/2026;70146;1;701199;1;6000
29/01/2026;70146;1;631161;1;2000
10/01/2026;70587;2;675957;2;2400
10/01/2026;70146;1;675957;1;5500
8/01/2026;70587;9;919371;9;9600
26/01/2026;70531;1;688653;1;1500
21/02/2026;70476;2;368720;2;14800
9/02/2026;70771;1;2065;1;6600
6/02/2026;70771;1;463570;1;16600
10/02/2026;70146;2;2912;2;6400
23/02/2026;70587;1;2895;1;2500
14/02/2026;70587;1;753945;1;3000
21/02/2026;70587;1;2841;1;3000
24/02/2026;70771;1;265418;1;9000
23/02/2026;70587;1;273085;1;2500
10/02/2026;70587;1;2067;1;3000
8/02/2026;70531;2;1241;2;200
10/02/2026;70531;1;539;1;200
21/02/2026;70587;2;2439;2;2000
7/02/2026;5046;1;494726;1;4900
24/02/2026;5046;1;9658;1;2200
17/02/2026;5046;1;2116;1;8000
1/02/2026;70548;7;20403;7;65000
19/02/2026;70548;3;290549;3;7000
3/02/2026;5046;1;919371;1;4900
1/02/2026;70146;1;9757;1;2000
24/02/2026;70587;3;277825;3;7500
15/02/2026;70320;1;2841;1;3000
10/02/2026;70476;1;710457;1;1000
5/02/2026;5046;1;277825;1;2300
14/02/2026;5046;1;11661;1;4400
16/02/2026;5046;1;20455;1;19400
20/02/2026;5046;2;20403;2;15000
2/02/2026;5046;2;290942;2;1000
14/02/2026;5046;1;919371;1;4900
5/03/2026;70146;3;650220;3;6800
15/03/2026;70587;2;2439;2;5000
19/03/2026;70476;1;614184;1;6900
3/03/2026;70476;1;616486;1;2300
17/03/2026;70476;3;702559;3;12000
4/03/2026;70476;1;461523;1;4500
14/03/2026;70476;1;2058;1;7000
7/03/2026;70476;1;617308;1;2300
17/03/2026;70146;1;9770;1;2100
21/03/2026;5046;1;614184;1;2200
19/03/2026;70146;1;463570;1;8600
13/03/2026;5046;1;744685;1;3000
13/03/2026;70146;3;46998;3;14700
18/03/2026;70548;4;20403;4;25000
31/03/2026;70146;2;753138;2;5100
7/03/2026;70320;1;851232;1;5500
28/03/2026;70771;1;46998;1;5500
26/03/2026;70587;1;371927;1;800
20/03/2026;70771;1;650220;1;2000
10/03/2026;70548;1;228182;1;300
7/03/2026;70476;1;273085;1;4600
16/03/2026;70476;2;2439;2;4000
30/03/2026;5046;1;290942;1;500
10/03/2026;5046;1;20455;1;19400
14/03/2026;70476;1;725799;1;2000
19/02/2026;70587;2;19259;2;2400
20/01/2026;70476;2;702559;2;5600
30/03/2026;5046;1;2067;1;2800
2/03/2026;70587;3;19259;3;3600
6/03/2026;70320;1;34113;1;5500
27/02/2026;70771;1;72439;1;8500
25/02/2026;5046;1;702559;1;6000
22/01/2026;70771;2;290942;2;1500
22/01/2026;70320;1;9309;1;37600
3/03/2026;70771;1;313100;1;8500
27/03/2026;70146;1;1567;1;5000
11/02/2026;70548;1;267854;1;2000
21/01/2026;70476;2;273085;2;4600
2/02/2026;70476;2;614184;2;4000
15/02/2026;70587;1;747447;1;1600
22/03/2026;70531;2;2439;2;6000
20/02/2026;5046;1;2065;1;2800
24/02/2026;70320;1;833413;1;4000
27/02/2026;70906;1;9770;1;2500
22/03/2026;5046;1;277825;1;4600
20/02/2026;70320;1;650685;1;7200
24/01/2026;70146;1;267854;1;2000
28/02/2026;70906;2;9757;2;7500
25/03/2026;70906;1;632471;1;2500
27/01/2026;70771;2;266881;2;18000
10/01/2026;70320;1;833413;1;4000
7/03/2026;5046;1;38583;1;2000
27/01/2026;70548;1;273085;1;7200
29/03/2026;70548;5;20403;5;30000
19/03/2026;70771;1;314099;1;8500
10/01/2026;5046;1;233861;1;4400
27/02/2026;5046;1;290549;1;1500
20/01/2026;70587;1;650734;1;2000
26/01/2026;70906;1;277825;1;2500
11/03/2026;70548;1;2841;1;3000
26/02/2026;70587;2;650685;2;22500
24/03/2026;5046;1;1852;1;2500
22/01/2026;70771;2;314099;2;17000
21/02/2026;70146;1;314099;1;7500
7/01/2026;70146;1;290942;1;500
7/02/2026;5046;1;266881;1;8200
5/03/2026;70587;3;11661;3;7500
27/03/2026;70548;1;650685;1;8000
4/03/2026;70146;1;1567;1;5000
26/01/2026;5046;1;604073;1;7500
6/03/2026;5046;1;2883;1;7800
15/02/2026;70548;1;17878;1;2200
1/02/2026;70476;1;650734;1;2000
16/01/2026;70146;2;46998;2;9200
15/01/2026;70771;1;753138;1;4000
25/01/2026;70146;1;2065;1;2800
19/01/2026;70587;1;2912;1;3000
10/01/2026;70146;1;2078;1;4500
17/01/2026;5046;1;313100;1;8200
8/01/2026;70548;1;640427;1;2500
14/01/2026;70531;1;2439;1;1000
6/01/2026;70771;1;313100;1;8500
25/01/2026;70771;1;489461;1;5000
9/01/2026;70320;1;34113;1;5000
22/01/2026;70906;1;228182;1;200
19/01/2026;70146;1;701199;1;5500
10/02/2026;70146;1;1567;1;5000
2/02/2026;5046;1;9658;1;2200
18/02/2026;5046;1;494726;1;4900
15/02/2026;5046;1;273085;1;2300
25/02/2026;70906;1;267766;1;8000
25/02/2026;70146;1;463301;1;8600
19/02/2026;70531;1;1241;1;200
27/02/2026;70548;1;38583;1;4800
12/02/2026;5046;1;702557;1;2700
8/02/2026;70548;1;72439;1;7500
24/02/2026;70548;1;224592;1;6700
15/02/2026;70548;1;617306;1;2200
19/02/2026;70476;1;291348;1;2000
28/02/2026;5046;1;2116;1;8000
10/02/2026;70476;1;233861;1;2000
12/02/2026;70587;1;273085;1;2500
4/03/2026;70146;1;2841;1;2800
17/03/2026;70146;1;617308;1;2200
7/03/2026;5046;1;233861;1;2200
2/03/2026;70146;1;46998;1;4900
8/03/2026;5046;1;508962;1;3300
5/03/2026;70587;1;919371;1;700
26/03/2026;5046;1;723096;1;2500
27/03/2026;70476;1;233861;1;2000
31/03/2026;70146;1;1183;1;9200
26/03/2026;70476;1;617306;1;2300
30/03/2026;5046;1;314099;1;8200
25/03/2026;70146;1;617306;1;2200
22/03/2026;70146;1;313100;1;7500
3/03/2026;70320;1;650685;1;7200
4/03/2026;70548;1;753945;1;3000
21/03/2026;70771;1;273085;1;2700
11/03/2026;70548;1;314099;1;9000
7/03/2026;5046;2;267766;2;16400
8/03/2026;70146;1;463570;1;8600
19/03/2026;70146;1;2116;1;7800
11/03/2026;70587;1;2065;1;3000
2/01/2026;70587;1;2841;1;6000
2/01/2026;70146;3;314099;3;28800
6/01/2026;5046;1;9770;1;2000
1/01/2026;70476;2;617306;2;4000
12/01/2026;5046;1;258185;1;8600
17/01/2026;5046;1;702559;1;3000
6/01/2026;5046;2;11661;2;4400
27/01/2026;5046;1;233861;1;2200
27/01/2026;5046;1;2841;1;2900
9/01/2026;5046;1;753945;1;2700
15/01/2026;5046;1;2883;1;7800
11/01/2026;70146;2;617306;2;4000
29/01/2026;70146;1;267854;1;2000
17/01/2026;70146;3;463301;3;10800
13/01/2026;70146;1;795174;1;14200
30/01/2026;70146;2;2271;2;26800
7/01/2026;70146;1;1223;1;13500
6/01/2026;70146;1;460725;1;7300
24/01/2026;70146;2;1567;2;10000
5/01/2026;70146;3;1568;3;26100
2/01/2026;70531;1;747447;1;1500
23/01/2026;70548;1;277825;1;2400
1/01/2026;70548;3;753945;3;9000
10/01/2026;70548;1;2895;1;2200
8/01/2026;70548;1;9658;1;2200
2/01/2026;70906;2;2065;2;7000
16/01/2026;70146;1;277825;1;2300
14/01/2026;70146;1;11661;1;2300
26/01/2026;70146;1;9757;1;2000
27/01/2026;70587;1;9757;1;2000
26/01/2026;70587;1;9770;1;2000
29/01/2026;70771;1;2895;1;2500
28/01/2026;70771;1;2841;1;3300
4/01/2026;70587;1;9763;1;1500
27/01/2026;70476;1;273085;1;2300
31/01/2026;70771;1;489461;1;5000
29/01/2026;70587;1;650685;1;7500
20/01/2026;70548;1;314099;1;8500
10/01/2026;70548;1;617308;1;2500
28/01/2026;70548;1;621870;1;2500
19/01/2026;70146;1;2271;1;13400
19/01/2026;5046;1;489461;1;4900
28/01/2026;5046;1;2060;1;7000
16/01/2026;5046;1;267766;1;8200
24/01/2026;70587;4;371927;4;4000
5/01/2026;70320;2;851232;2;9600
17/01/2026;70320;1;371927;1;7000
18/01/2026;70320;2;371927;2;14000
7/01/2026;70320;1;371927;1;7000
7/01/2026;70320;1;290942;1;600
11/01/2026;70548;1;290549;1;1400
24/02/2026;70587;2;19259;2;2400
15/02/2026;70146;1;2841;1;5600
12/02/2026;5046;1;650685;1;15000
1/02/2026;70146;1;13196;1;5000
16/02/2026;70587;1;2841;1;3000
26/02/2026;70771;1;2065;1;3300
9/02/2026;70587;1;753945;1;3000
9/02/2026;70587;2;494726;2;10000
28/02/2026;5046;1;233142;1;2000
16/02/2026;70587;5;919371;5;3500
25/02/2026;70548;2;290549;2;4200
22/02/2026;70548;1;292230;1;1400
27/02/2026;70587;3;919371;3;2800
7/02/2026;70587;1;2895;1;2500
22/02/2026;70320;1;11661;1;2600
22/02/2026;70548;1;233861;1;2200
2/02/2026;70548;1;9757;1;2200
15/02/2026;70548;1;753945;1;3000
13/02/2026;70548;1;273085;1;2400
1/02/2026;70548;1;627079;1;2000
20/02/2026;70146;1;836026;1;2200
23/02/2026;5046;2;650685;2;15000
19/02/2026;5046;2;11661;2;4400
14/02/2026;5046;1;20403;1;5000
1/02/2026;70146;1;291348;1;4000
18/02/2026;70146;1;290549;1;2400
7/02/2026;70587;1;675957;1;1600
15/03/2026;70476;1;650685;1;15600
5/03/2026;5046;1;20455;1;19400
14/03/2026;70146;3;463301;3;25800
14/03/2026;70587;1;539;1;400
8/03/2026;70531;1;1241;1;500
5/03/2026;5046;1;12249;1;2800
9/03/2026;70476;1;616486;1;2300
10/03/2026;70476;2;368720;2;14800
7/03/2026;70476;2;34113;2;11400
5/03/2026;70476;1;650685;1;7800
3/03/2026;70476;1;277825;1;2300
16/03/2026;70476;1;278104;1;2300
12/03/2026;70146;1;273085;1;2300
14/03/2026;70146;1;2116;1;7800
11/03/2026;70587;1;11661;1;2500
13/03/2026;5046;1;38583;1;2000
16/03/2026;5046;1;489461;1;4900
13/03/2026;5046;1;314099;1;8200
28/03/2026;5046;2;2116;2;16000
9/03/2026;70146;1;368720;1;6600
28/03/2026;5046;2;277825;2;6900
29/03/2026;5046;1;266880;1;8200
20/03/2026;5046;1;313100;1;8200
28/03/2026;70531;2;290942;2;1000
16/03/2026;5046;1;290549;1;1500
10/03/2026;70146;1;701199;1;6000
19/03/2026;70146;3;46998;3;14700
15/03/2026;70587;1;548182;1;1000
19/03/2026;70476;1;291348;1;2000
3/03/2026;70146;3;463301;3;12900
12/03/2026;70548;9;20403;9;65000
23/03/2026;70548;5;20403;5;50000
21/03/2026;70476;1;631161;1;2300
31/03/2026;5046;2;20403;2;10000
25/03/2026;70146;2;753138;2;3400
10/03/2026;70320;1;874209;1;1200
20/03/2026;70548;1;22928;1;3800
21/03/2026;70548;1;22928;1;3800
18/03/2026;70548;1;650220;1;1800
17/03/2026;70548;1;701199;1;6500
18/03/2026;70771;1;753138;1;2000
11/03/2026;70771;1;681223;1;2500
21/03/2026;70587;1;371927;1;2400
20/03/2026;70587;1;371927;1;4000
14/03/2026;70548;1;32737;1;5400
7/02/2026;70146;1;290549;1;1200
19/02/2026;70476;2;614184;2;4600
2/01/2026;70587;1;919371;1;600
11/03/2026;70587;2;9770;2;4000
7/02/2026;70146;2;675957;2;12000
12/02/2026;70146;1;2287;1;5300
13/03/2026;70146;1;2116;1;7800
8/01/2026;70531;1;2841;1;2900
8/02/2026;5046;1;2067;1;2800
13/01/2026;70587;2;2439;2;3000
18/02/2026;70146;5;489461;5;34300
28/03/2026;70476;1;632471;1;2300
22/01/2026;70531;2;1241;2;1400
9/02/2026;5046;1;617305;1;2200
21/03/2026;70548;2;607650;2;5400
7/02/2026;70146;2;489461;2;9800
16/01/2026;70771;1;1567;1;5500
4/02/2026;70146;1;1567;1;5000
11/01/2026;70771;1;267854;1;2000
29/03/2026;70548;2;627079;2;4000
11/02/2026;70146;1;313100;1;7500
16/01/2026;70146;1;782186;1;14200
1/03/2026;70476;1;617305;1;2300
7/02/2026;70146;2;614184;2;4200
14/03/2026;70906;1;9658;1;2500
6/03/2026;70146;1;723096;1;2100
25/03/2026;70146;2;463570;2;17200
1/02/2026;70531;3;11661;3;7200
31/03/2026;70146;1;617306;1;2200
30/03/2026;70548;1;273085;1;2400
26/01/2026;70548;2;20403;2;40000
27/02/2026;70906;1;2065;1;3500
25/01/2026;70476;1;631161;1;2000
8/03/2026;70476;1;833413;1;2500
25/03/2026;5046;2;919371;2;9800
1/02/2026;70320;3;614184;3;6000
25/01/2026;70146;1;753137;1;3000
26/02/2026;70320;3;494726;3;115200
23/03/2026;70146;2;273085;2;6900
16/03/2026;70531;1;2439;1;2000
31/01/2026;70531;3;290942;3;2000
1/03/2026;5046;2;267766;2;16400
22/02/2026;70548;2;38583;2;4800
8/02/2026;70320;1;617306;1;2200
16/02/2026;70146;2;314099;2;15000
2/03/2026;70771;3;1567;3;16500
17/03/2026;70771;1;602479;1;4500
8/03/2026;70146;1;46998;1;4900
8/02/2026;70476;1;614184;1;2000
16/03/2026;70320;1;702559;1;3000
30/03/2026;70531;1;273085;1;2400
27/03/2026;70531;1;2439;1;1000
25/01/2026;70587;1;11661;1;2500
25/01/2026;70587;1;9770;1;2000
22/01/2026;70146;1;46998;1;4600
25/01/2026;70146;1;650220;1;1500
5/01/2026;70587;3;675957;3;8000
31/01/2026;70531;1;559102;1;1500
28/01/2026;5046;2;919371;2;9800
26/02/2026;5046;1;2065;1;2800
21/02/2026;70476;1;836026;1;4400
21/02/2026;5046;1;20455;1;9700
3/02/2026;5046;2;20403;2;10000
8/02/2026;70146;1;753138;1;1600
18/02/2026;70146;2;675957;2;12000
5/02/2026;70476;1;631161;1;2000
8/02/2026;70587;1;753945;1;3000
18/02/2026;70476;1;617305;1;2300
27/02/2026;70476;2;368720;2;14800
7/02/2026;70146;1;1568;1;9600
17/02/2026;5046;1;233142;1;2000
25/02/2026;70587;1;19259;1;1200
1/02/2026;70320;1;489461;1;4800
26/02/2026;70587;1;2439;1;3000
22/02/2026;70146;1;313100;1;7500
3/02/2026;70771;1;2065;1;3300
5/03/2026;70531;1;2841;1;2900
24/03/2026;5046;1;2841;1;2900
27/03/2026;70531;1;650617;1;1500
1/03/2026;70548;1;697728;1;600
26/03/2026;70146;2;632471;2;4400
5/03/2026;70548;1;2841;1;3000
21/03/2026;70548;1;650685;1;8000
27/03/2026;70771;1;614184;1;2500
20/03/2026;70771;1;313100;1;8500
13/03/2026;70771;1;1567;1;5500
21/03/2026;70531;1;539;1;400
12/03/2026;70146;1;9757;1;2000
5/03/2026;5046;1;654979;1;2700
3/03/2026;5046;1;2118;1;7500
3/03/2026;5046;1;702559;1;3000
28/03/2026;70548;1;627079;1;2000
30/01/2026;70476;3;368720;3;22500
5/01/2026;70531;1;1241;1;200
3/01/2026;70531;2;2439;2;3000
25/01/2026;5046;1;277825;1;4600
23/01/2026;5046;1;11661;1;2200
9/01/2026;5046;1;11615;1;3000
29/01/2026;5046;1;2065;1;2800
13/01/2026;5046;1;72439;1;8000
2/01/2026;70146;1;267854;1;2000
11/01/2026;70146;1;463570;1;6900
21/01/2026;70146;3;489461;3;17600
25/01/2026;70146;1;313100;1;7200
7/01/2026;70146;1;1567;1;4800
13/01/2026;70548;1;2904;1;2000
3/01/2026;70548;1;2067;1;3000
4/01/2026;70548;1;9770;1;2200
4/01/2026;70548;1;11661;1;2200
5/01/2026;70548;1;273085;1;2400
6/01/2026;70548;1;277825;1;2400
14/01/2026;70548;1;267766;1;8500
4/01/2026;70146;1;13196;1;5000
29/01/2026;70146;1;2841;1;2800
15/01/2026;70146;1;13196;1;5000
18/01/2026;70146;1;2841;1;2800
18/01/2026;70146;1;9658;1;2000
23/01/2026;70320;1;265418;1;9300
12/01/2026;70587;1;753945;1;3000
11/01/2026;70587;1;753945;1;3000
9/01/2026;70587;1;273085;1;2500
15/01/2026;70531;1;627079;1;1900
2/01/2026;70476;1;278104;1;2300
15/01/2026;5046;2;650685;2;15000
30/01/2026;70320;1;267854;1;2000
8/01/2026;70548;1;650685;1;8000
27/01/2026;70548;1;650734;1;2200
19/01/2026;70146;3;314099;3;21600
19/01/2026;70146;1;12011;1;3500
28/01/2026;70146;1;617306;1;2000
30/01/2026;70476;1;2439;1;1000
23/01/2026;70771;1;753137;1;2000
21/01/2026;70146;3;675957;3;16500
3/01/2026;70548;2;701199;2;13000
19/01/2026;70587;2;919371;2;1200
11/01/2026;5046;2;919371;2;9000
7/01/2026;70548;1;22928;1;3500
12/02/2026;70587;2;9757;2;6000
25/02/2026;70146;2;753138;2;5100
10/02/2026;70476;2;2439;2;5000
15/02/2026;70146;1;267854;1;4000
19/02/2026;70476;5;34113;5;34200
9/02/2026;70587;3;2439;3;6000
14/02/2026;70587;3;539;3;1300
16/02/2026;5046;1;290549;1;1500
24/02/2026;70476;4;273085;4;9200
14/02/2026;70476;1;277825;1;2300
12/02/2026;70146;1;9757;1;2000
21/02/2026;70587;2;2067;2;6000
11/02/2026;70587;3;9770;3;6000
28/02/2026;70587;1;2065;1;3000
12/02/2026;5046;1;617306;1;2200
14/02/2026;70146;2;463301;2;8600
28/02/2026;70531;6;290942;6;3000
13/02/2026;70771;2;290942;2;1000
1/02/2026;70320;4;851232;4;20000
3/02/2026;70320;1;371927;1;7000
12/02/2026;70548;7;20403;7;65000
23/02/2026;70548;3;20403;3;25000
5/02/2026;70548;1;2841;1;3000
3/02/2026;5046;1;702559;1;3000
1/02/2026;5046;1;267766;1;8200
27/02/2026;5046;1;277825;1;2300
21/02/2026;70587;3;371927;3;3200
2/02/2026;70771;1;290942;1;500
5/02/2026;70146;1;2794;1;2000
7/03/2026;70146;1;489461;1;19600
4/03/2026;70531;1;539;1;800
16/03/2026;5046;2;291348;2;4400
19/03/2026;5046;1;701199;1;6000
21/03/2026;5046;1;273085;1;2300
15/03/2026;70476;1;617306;1;2300
8/03/2026;70476;1;614184;1;2300
15/03/2026;70476;1;461523;1;4500
8/03/2026;70476;1;72469;1;8500
20/03/2026;70476;1;460725;1;8500
18/03/2026;70146;1;2469;1;3800
18/03/2026;70587;1;2078;1;2000
